csRNA/RNA log2 ratio	TSS CDF	Exon CDF	Difference	HGpvalue
15.9085591553667	4.20716058731962e-05	0	4.20716058731962e-05	NA
14.9128290044251	0.000126214817619589	3.08970972177164e-05	9.53177204018722e-05	NA
14.7997298641023	0.000168286423492785	3.08970972177164e-05	0.000137389326275068	NA
14.7515649796892	0.000210358029365981	3.08970972177164e-05	0.000179460932148264	NA
14.7514870489142	0.000252429635239177	3.08970972177164e-05	0.000221532538021461	NA
14.6591407664492	0.000336572846985569	3.08970972177164e-05	0.000305675749767853	NA
14.4767379780232	0.000378644452858766	3.08970972177164e-05	0.000347747355641049	NA
14.416526403164	0.000462787664605158	3.08970972177164e-05	0.000431890567387442	NA
14.385275310266	0.000504859270478354	3.08970972177164e-05	0.000473962173260638	NA
14.3292679819351	0.00054693087635155	4.63456458265746e-05	0.000500585230524976	NA
14.2130556023091	0.000589002482224746	4.63456458265746e-05	0.000542656836398172	NA
14.2089681717502	0.000631074088097943	4.63456458265746e-05	0.000584728442271368	NA
14.1776500019488	0.000673145693971139	4.63456458265746e-05	0.000626800048144564	NA
14.1211975724605	0.000757288905717531	4.63456458265746e-05	0.000710943259890957	NA
13.9791036078484	0.000799360511590727	4.63456458265746e-05	0.000753014865764153	NA
13.9677261071426	0.00088350372333712	4.63456458265746e-05	0.000837158077510545	NA
13.8807639537565	0.000925575329210316	4.63456458265746e-05	0.000879229683383741	NA
13.625691722373	0.000967646935083512	9.26912916531492e-05	0.000874955643430363	NA
13.6207433261595	0.00100971854095671	9.26912916531492e-05	0.000917027249303559	NA
13.5748110977241	0.0010517901468299	9.26912916531492e-05	0.000959098855176755	NA
13.5744575291821	0.0010938617527031	9.26912916531492e-05	0.00100117046104995	NA
13.5716305969573	0.00117800496444949	9.26912916531492e-05	0.00108531367279634	NA
13.567913307142	0.00122007657032269	9.26912916531492e-05	0.00112738527866954	NA
13.5636515122691	0.00126214817619589	9.26912916531492e-05	0.00116945688454274	NA
13.4694166965185	0.00130421978206908	9.26912916531492e-05	0.00121152849041593	NA
13.4326971748738	0.00134629138794228	9.26912916531492e-05	0.00125360009628913	NA
13.4232222957896	0.00138836299381547	9.26912916531492e-05	0.00129567170216232	NA
13.4007033569859	0.00147250620556187	9.26912916531492e-05	0.00137981491390872	NA
